Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C_1 Spectral Count	C_10 Spectral Count	C_11 Spectral Count	C_12 Spectral Count	C_13 Spectral Count	C_14 Spectral Count	C_15 Spectral Count	C_16 Spectral Count	C_17 Spectral Count	C_18 Spectral Count	C_19 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	C_4 Spectral Count	C_5 Spectral Count	C_6 Spectral Count	C_7 Spectral Count	C_8 Spectral Count	C_9 Spectral Count	HCC_1 Spectral Count	HCC_10 Spectral Count	HCC_11 Spectral Count	HCC_12 Spectral Count	HCC_13 Spectral Count	HCC_14 Spectral Count	HCC_15 Spectral Count	HCC_16 Spectral Count	HCC_17 Spectral Count	HCC_18 Spectral Count	HCC_19 Spectral Count	HCC_2 Spectral Count	HCC_3 Spectral Count	HCC_4 Spectral Count	HCC_5 Spectral Count	HCC_6 Spectral Count	HCC_7 Spectral Count	HCC_8 Spectral Count	HCC_9 Spectral Count	C_1 Unique Spectral Count	C_10 Unique Spectral Count	C_11 Unique Spectral Count	C_12 Unique Spectral Count	C_13 Unique Spectral Count	C_14 Unique Spectral Count	C_15 Unique Spectral Count	C_16 Unique Spectral Count	C_17 Unique Spectral Count	C_18 Unique Spectral Count	C_19 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	C_4 Unique Spectral Count	C_5 Unique Spectral Count	C_6 Unique Spectral Count	C_7 Unique Spectral Count	C_8 Unique Spectral Count	C_9 Unique Spectral Count	HCC_1 Unique Spectral Count	HCC_10 Unique Spectral Count	HCC_11 Unique Spectral Count	HCC_12 Unique Spectral Count	HCC_13 Unique Spectral Count	HCC_14 Unique Spectral Count	HCC_15 Unique Spectral Count	HCC_16 Unique Spectral Count	HCC_17 Unique Spectral Count	HCC_18 Unique Spectral Count	HCC_19 Unique Spectral Count	HCC_2 Unique Spectral Count	HCC_3 Unique Spectral Count	HCC_4 Unique Spectral Count	HCC_5 Unique Spectral Count	HCC_6 Unique Spectral Count	HCC_7 Unique Spectral Count	HCC_8 Unique Spectral Count	HCC_9 Unique Spectral Count	C_1 Total Spectral Count	C_10 Total Spectral Count	C_11 Total Spectral Count	C_12 Total Spectral Count	C_13 Total Spectral Count	C_14 Total Spectral Count	C_15 Total Spectral Count	C_16 Total Spectral Count	C_17 Total Spectral Count	C_18 Total Spectral Count	C_19 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	C_4 Total Spectral Count	C_5 Total Spectral Count	C_6 Total Spectral Count	C_7 Total Spectral Count	C_8 Total Spectral Count	C_9 Total Spectral Count	HCC_1 Total Spectral Count	HCC_10 Total Spectral Count	HCC_11 Total Spectral Count	HCC_12 Total Spectral Count	HCC_13 Total Spectral Count	HCC_14 Total Spectral Count	HCC_15 Total Spectral Count	HCC_16 Total Spectral Count	HCC_17 Total Spectral Count	HCC_18 Total Spectral Count	HCC_19 Total Spectral Count	HCC_2 Total Spectral Count	HCC_3 Total Spectral Count	HCC_4 Total Spectral Count	HCC_5 Total Spectral Count	HCC_6 Total Spectral Count	HCC_7 Total Spectral Count	HCC_8 Total Spectral Count	HCC_9 Total Spectral Count	C_1 Intensity	C_10 Intensity	C_11 Intensity	C_12 Intensity	C_13 Intensity	C_14 Intensity	C_15 Intensity	C_16 Intensity	C_17 Intensity	C_18 Intensity	C_19 Intensity	C_2 Intensity	C_3 Intensity	C_4 Intensity	C_5 Intensity	C_6 Intensity	C_7 Intensity	C_8 Intensity	C_9 Intensity	HCC_1 Intensity	HCC_10 Intensity	HCC_11 Intensity	HCC_12 Intensity	HCC_13 Intensity	HCC_14 Intensity	HCC_15 Intensity	HCC_16 Intensity	HCC_17 Intensity	HCC_18 Intensity	HCC_19 Intensity	HCC_2 Intensity	HCC_3 Intensity	HCC_4 Intensity	HCC_5 Intensity	HCC_6 Intensity	HCC_7 Intensity	HCC_8 Intensity	HCC_9 Intensity	Indistinguishable Proteins
sp|O95497|VNN1_HUMAN	O95497	VNN1_HUMAN	VNN1	513	Homo sapiens	1:Experimental evidence at protein level	Pantetheinase	1.0	0.999	5	7	7	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	2	0.0	0.0	152981.83	0.0	0.0	237609.34	86951.57	0.0	0.0	0.0	141305.72	275828.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	657337.2	0.0	0.0	0.0	0.0	100274.19	1870006.4	0.0	226099.3	0.0	0.0	0.0	2354401.8	0.0	0.0	0.0	0.0	0.0	1575223.2	
sp|O95563|MPC2_HUMAN	O95563	MPC2_HUMAN	MPC2	127	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial pyruvate carrier 2	1.0	0.999	4	113	113	113	1	5	4	2	5	5	4	2	3	3	5	6	4	4	1	1	5	2	0	9	0	2	2	2	1	2	3	2	2	3	4	5	2	2	2	2	1	5	1	5	4	2	5	5	4	2	3	3	5	6	4	4	1	1	5	2	0	9	0	2	2	2	1	2	3	2	2	3	4	5	2	2	2	2	1	5	1	5	4	2	5	5	4	2	3	3	5	6	4	4	1	1	5	2	0	9	0	2	2	2	1	2	3	2	2	3	4	5	2	2	2	2	1	5	740887.2	4800606.0	2332806.2	1313793.2	2908992.2	3320288.5	1399228.1	694941.0	3098276.5	1246298.0	3632675.8	5194145.0	958031.4	822306.8	201959.0	85636.87	3672603.5	136654.06	75179.4	8748594.0	605351.94	812242.56	386594.25	1003873.6	276975.06	781692.06	541608.6	1351599.9	1190408.2	866984.1	5858982.5	9871327.0	930696.56	1172179.4	787331.94	426277.4	1245451.2	1916304.2	
sp|O95571|ETHE1_HUMAN	O95571	ETHE1_HUMAN	ETHE1	254	Homo sapiens	1:Experimental evidence at protein level	Persulfide dioxygenase ETHE1, mitochondrial	1.0	0.999	5	96	96	96	3	5	3	4	4	3	4	1	3	0	5	1	1	0	4	2	2	5	5	0	0	3	1	5	1	2	1	1	0	1	4	1	1	2	3	4	7	4	3	5	3	4	4	3	4	1	3	0	5	1	1	0	4	2	2	5	5	0	0	3	1	5	1	2	1	1	0	1	4	1	1	2	3	4	7	4	3	5	3	4	4	3	4	1	3	0	5	1	1	0	4	2	2	5	5	0	0	3	1	5	1	2	1	1	0	1	4	1	1	2	3	4	7	4	6514825.5	1.4518418E7	4820027.5	4916731.5	7392194.5	5148197.5	1943078.8	3308949.5	3877586.5	1358239.1	7392030.0	5816535.5	2865275.2	1354367.4	2894888.2	4404272.5	5322252.0	7230562.0	4111210.2	3361984.8	578644.56	6117932.0	2351237.0	5445993.0	5979719.0	1904431.6	963725.25	2763506.0	1868492.2	727919.0	7549019.5	4141799.5	7697891.0	6149749.0	5947838.5	5062086.0	1.3749792E7	5126847.5	
sp|O95573|ACSL3_HUMAN	O95573	ACSL3_HUMAN	ACSL3	720	Homo sapiens	1:Experimental evidence at protein level	Fatty acid CoA ligase Acsl3	1.0	0.999	13	44	44	86	0	1	1	0	1	1	1	0	1	1	0	1	1	1	0	0	1	0	0	3	1	0	1	1	1	2	1	2	1	1	1	11	0	1	0	5	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	0	0	1	0	0	3	1	0	1	1	1	2	1	2	1	1	1	11	0	1	0	5	0	1	0	2	2	0	1	1	2	0	4	1	1	2	2	4	0	0	1	0	0	6	2	0	2	1	4	5	2	5	1	2	2	15	1	2	1	6	3	3	0.0	1008418.4	551612.56	0.0	492854.56	667827.1	441344.72	0.0	742096.2	329339.12	0.0	900621.75	539648.0	313943.75	0.0	0.0	558282.3	0.0	0.0	3836517.8	1835634.8	600916.6	1048235.9	791358.2	603148.7	965314.7	770337.2	1129026.2	340062.78	1026558.25	1154519.4	2.8053712E7	0.0	711394.8	0.0	3048293.5	0.0	421169.8	
sp|O95602|RPA1_HUMAN	O95602	RPA1_HUMAN	POLR1A	1720	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerase I subunit RPA1	0.9146	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95630|STABP_HUMAN	O95630	STABP_HUMAN	STAMBP	424	Homo sapiens	1:Experimental evidence at protein level	STAM-binding protein	0.9858	0.999	2	9	9	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	2	1	0	0.0	330645.9	0.0	156528.52	0.0	0.0	0.0	0.0	255844.28	120188.04	276273.75	0.0	0.0	120473.77	0.0	0.0	0.0	0.0	0.0	621318.5	464952.62	690833.5	0.0	0.0	0.0	204903.16	0.0	299905.3	339264.1	323054.88	0.0	816844.3	957410.6	225953.16	270932.94	480700.97	330395.84	333561.03	
sp|O95671|ASML_HUMAN	O95671	ASML_HUMAN	ASMTL	621	Homo sapiens	1:Experimental evidence at protein level	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein	1.0	0.999	6	58	58	58	0	4	1	4	2	1	3	2	1	1	2	2	2	1	2	0	2	1	0	3	2	0	3	3	0	1	0	1	3	0	4	2	1	0	0	2	0	2	0	4	1	4	2	1	3	2	1	1	2	2	2	1	2	0	2	1	0	3	2	0	3	3	0	1	0	1	3	0	4	2	1	0	0	2	0	2	0	4	1	4	2	1	3	2	1	1	2	2	2	1	2	0	2	1	0	3	2	0	3	3	0	1	0	1	3	0	4	2	1	0	0	2	0	2	533680.1	3743316.8	686223.25	2512894.5	1188339.5	2551292.0	859348.25	1270343.9	473986.88	190179.9	1085456.5	1659932.4	501096.84	493930.12	1010610.0	427332.94	1319093.2	752592.56	325146.47	2651892.2	1695642.0	515366.66	2301511.8	2028993.8	875283.6	620138.6	129601.76	0.0	1667934.4	209755.3	4466270.0	2275618.5	2396433.5	289803.25	73873.73	2658908.8	117434.25	812849.1	
sp|O95674|CDS2_HUMAN	O95674	CDS2_HUMAN	CDS2	445	Homo sapiens	1:Experimental evidence at protein level	Phosphatidate cytidylyltransferase 2	1.0	0.9989	3	8	8	8	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	65641.23	37477.004	0.0	0.0	0.0	0.0	443282.4	245521.36	0.0	0.0	0.0	131267.4	0.0	0.0	452404.3	77572.625	279479.78	0.0	0.0	0.0	0.0	0.0	36949.92	0.0	608770.25	110554.6	233778.97	47166.27	0.0	0.0	61990.812	285047.22	0.0	
sp|O95716|RAB3D_HUMAN	O95716	RAB3D_HUMAN	RAB3D	219	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-3D	0.9793	0.999	4	3	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	4	2	1	2	2	2	1	2	1	1	2	2	3	2	1	3	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	661696.75	391334.94	0.0	0.0	0.0	0.0	137474.14	0.0	102117.17	0.0	194277.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P20336|RAB3A_HUMAN
sp|O95721|SNP29_HUMAN	O95721	SNP29_HUMAN	SNAP29	258	Homo sapiens	1:Experimental evidence at protein level	Synaptosomal-associated protein 29	1.0	0.999	3	13	13	13	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0	190449.28	0.0	177331.6	31213.768	0.0	51034.848	73425.11	0.0	117635.14	75389.1	0.0	0.0	0.0	100994.23	214011.39	462913.84	151649.38	100868.51	103023.25	864364.4	85018.25	295361.84	157855.52	0.0	87252.07	213244.3	116837.65	0.0	180162.64	130938.46	233107.77	1072254.8	287258.06	307910.62	90349.35	134246.75	339469.03	0.0	
sp|O95747|OXSR1_HUMAN	O95747	OXSR1_HUMAN	OXSR1	527	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase OSR1	1.0	0.999	5	11	11	11	2	0	0	0	1	1	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	1	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	1	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	895993.0	0.0	172221.88	0.0	393816.78	571743.4	205306.98	252193.8	0.0	137695.3	81834.7	605107.1	0.0	111570.3	264938.62	502312.8	0.0	520922.8	224689.64	303624.88	0.0	0.0	0.0	0.0	377350.16	174151.77	0.0	150778.64	0.0	518017.56	0.0	0.0	0.0	0.0	42197.84	0.0	0.0	137647.64	
sp|O95749|GGPPS_HUMAN	O95749	GGPPS_HUMAN	GGPS1	300	Homo sapiens	1:Experimental evidence at protein level	Geranylgeranyl pyrophosphate synthase	0.9777	0.9989	2	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0.0	0.0	866699.56	0.0	0.0	0.0	0.0	0.0	1112846.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	204819.06	0.0	273715.25	1269153.2	0.0	0.0	0.0	0.0	176006.92	0.0	1596052.2	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95757|HS74L_HUMAN	O95757	HS74L_HUMAN	HSPA4L	839	Homo sapiens	1:Experimental evidence at protein level	Heat shock 70 kDa protein 4L	1.0	0.999	16	49	49	79	0	0	0	0	0	0	0	1	0	2	0	0	0	4	0	0	0	0	0	2	0	2	4	0	0	3	7	1	1	4	2	2	2	0	8	4	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	4	0	0	0	0	0	2	0	2	4	0	0	3	7	1	1	4	2	2	2	0	8	4	0	0	0	0	0	0	1	0	1	1	0	3	1	0	0	6	0	0	0	0	1	3	1	3	6	1	2	5	9	2	2	6	3	3	2	0	10	5	1	1	0.0	1842477.6	99570.414	183659.92	296965.38	858320.1	0.0	3398533.0	2494734.8	789094.44	0.0	1082694.2	0.0	526570.4	58466.2	0.0	41597.023	0.0	0.0	4472803.0	253942.8	1312040.8	3323186.2	448914.4	355214.6	1631573.2	1778244.1	1261315.2	408367.4	5060536.0	1260921.6	2798091.8	6060284.5	872277.1	1.150656E7	2348600.0	405668.72	635666.3	
sp|O95758|PTBP3_HUMAN	O95758	PTBP3_HUMAN	PTBP3	552	Homo sapiens	1:Experimental evidence at protein level	Polypyrimidine tract-binding protein 3	1.0	0.999	5	16	16	54	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	0	1	0	0	0	1	0	2	2	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	0	1	0	0	0	1	0	2	2	0	0	3	0	0	3	0	1	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1	0	3	2	3	3	3	1	2	1	2	1	3	1	4	3	1	1	5	1	1	811599.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	472674.28	321485.3	1381553.5	870345.1	1600997.8	1559178.4	318645.8	0.0	409261.8	225419.52	0.0	0.0	485122.25	0.0	2597053.8	996487.25	0.0	552472.5	2195056.2	0.0	240334.66	
sp|O95777|LSM8_HUMAN	O95777	LSM8_HUMAN	LSM8	96	Homo sapiens	1:Experimental evidence at protein level	U6 snRNA-associated Sm-like protein LSm8	1.0	0.999	4	49	49	49	4	0	0	0	0	1	0	0	0	1	0	1	0	2	1	2	0	3	3	3	3	5	1	0	1	3	1	1	1	0	1	4	0	1	1	1	1	3	4	0	0	0	0	1	0	0	0	1	0	1	0	2	1	2	0	3	3	3	3	5	1	0	1	3	1	1	1	0	1	4	0	1	1	1	1	3	4	0	0	0	0	1	0	0	0	1	0	1	0	2	1	2	0	3	3	3	3	5	1	0	1	3	1	1	1	0	1	4	0	1	1	1	1	3	3370458.2	799869.6	434360.0	486744.3	685422.7	1145986.1	205153.53	813748.9	430629.0	262884.75	571432.0	1507465.8	310424.0	125534.61	1038381.4	1867027.1	790199.2	2082738.8	1181040.5	3339278.8	1433242.1	3077433.8	1245704.8	958486.06	1130791.2	1425552.9	592095.5	1108471.0	831154.06	637249.6	1029482.4	6951891.0	3794848.5	1342215.1	960897.75	1153866.2	1915493.2	1164516.2	
sp|O95782|AP2A1_HUMAN	O95782	AP2A1_HUMAN	AP2A1	977	Homo sapiens	1:Experimental evidence at protein level	AP-2 complex subunit alpha-1	1.0	0.999	20	168	168	231	1	3	3	3	4	5	3	1	4	4	4	2	2	5	0	1	6	2	1	9	6	7	4	4	6	5	6	5	3	5	3	18	6	3	6	4	6	8	1	3	3	3	4	5	3	1	4	4	4	2	2	5	0	1	6	2	1	9	6	7	4	4	6	5	6	5	3	5	3	18	6	3	6	4	6	8	1	5	4	3	5	7	4	1	4	6	7	4	3	7	0	1	6	3	1	13	7	7	6	6	7	8	8	8	5	10	4	23	9	4	10	6	7	11	1177458.1	5522224.5	1914616.6	2674244.0	3629653.8	5576194.0	1657279.1	1425984.1	3285482.8	1543418.2	2993278.5	4621086.5	942393.2	1001347.1	754472.9	1006464.6	2597571.0	1383861.4	647561.75	8159414.5	5942451.5	3871968.8	3058690.8	4436411.5	6087348.5	3858804.0	1587931.8	4873021.0	4585603.0	7492836.5	4184157.2	5.049974E7	1.2396791E7	2938505.5	3251585.0	5290954.5	4657077.5	5982216.5	
sp|O95786|RIGI_HUMAN	O95786	RIGI_HUMAN	RIGI	925	Homo sapiens	1:Experimental evidence at protein level	Antiviral innate immune response receptor RIG-I	0.9999	0.999	3	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84619.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103079.336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95793|STAU1_HUMAN	O95793	STAU1_HUMAN	STAU1	577	Homo sapiens	1:Experimental evidence at protein level	Double-stranded RNA-binding protein Staufen homolog 1	1.0	0.999	8	55	55	55	2	0	1	0	1	1	1	2	0	0	1	1	0	1	2	1	0	1	0	4	2	1	1	2	5	2	4	2	2	1	2	2	2	3	1	2	1	1	2	0	1	0	1	1	1	2	0	0	1	1	0	1	2	1	0	1	0	4	2	1	1	2	5	2	4	2	2	1	2	2	2	3	1	2	1	1	2	0	1	0	1	1	1	2	0	0	1	1	0	1	2	1	0	1	0	4	2	1	1	2	5	2	4	2	2	1	2	2	2	3	1	2	1	1	550200.56	814619.3	648944.44	0.0	677886.3	818812.6	80368.984	536458.0	187528.88	208827.06	385893.25	597296.9	0.0	48888.18	213272.62	226729.52	55485.363	265412.78	190812.81	2197301.5	1099829.2	760197.25	569283.9	1147465.8	2344615.2	643121.44	620883.0	508237.7	550887.56	316052.25	2563184.0	3516501.0	3650282.0	1828737.1	142325.6	1336031.4	664132.3	844941.94	
sp|O95801|CNS1_HUMAN	O95801	CNS1_HUMAN	TTC4	387	Homo sapiens	1:Experimental evidence at protein level	Hsp70/Hsp90 co-chaperone CNS1 homolog	0.9755	0.9988	2	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	2404474.5	1244383.1	2116721.0	1838941.5	0.0	0.0	988522.3	0.0	0.0	1081600.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	218134.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	195642.62	0.0	
sp|O95810|CAVN2_HUMAN	O95810	CAVN2_HUMAN	CAVIN2	425	Homo sapiens	1:Experimental evidence at protein level	Caveolae-associated protein 2	1.0	0.999	7	62	62	62	6	1	2	2	2	3	0	2	2	1	4	3	2	2	3	5	1	4	1	2	0	0	0	2	0	0	1	4	0	3	2	0	0	1	1	0	0	0	6	1	2	2	2	3	0	2	2	1	4	3	2	2	3	5	1	4	1	2	0	0	0	2	0	0	1	4	0	3	2	0	0	1	1	0	0	0	6	1	2	2	2	3	0	2	2	1	4	3	2	2	3	5	1	4	1	2	0	0	0	2	0	0	1	4	0	3	2	0	0	1	1	0	0	0	5006285.5	826487.2	1133304.2	708880.75	951354.75	1450320.8	395702.8	893562.25	603086.6	488797.88	1219058.5	1414931.6	801772.6	423518.22	845600.7	2887694.2	1251147.5	2130871.5	1168220.1	681872.8	0.0	215604.31	214239.23	412135.8	0.0	210937.02	428507.2	1946993.2	84752.695	1953658.5	1163538.5	948093.9	1135745.2	986054.0	243307.44	328384.72	301708.47	121285.11	
sp|O95816|BAG2_HUMAN	O95816	BAG2_HUMAN	BAG2	211	Homo sapiens	1:Experimental evidence at protein level	BAG family molecular chaperone regulator 2	1.0	0.999	3	18	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	1	0	0	1	1	1	3	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	1	0	0	1	1	1	3	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	1	0	0	1	1	1	3	0	2	3	0	0	0.0	0.0	0.0	0.0	0.0	132031.12	0.0	0.0	0.0	0.0	0.0	194116.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	656286.9	0.0	250253.33	1162777.8	1677095.8	0.0	1312019.0	611824.06	505940.22	0.0	571097.8	888210.94	3144838.2	5361520.5	0.0	1582898.9	1968976.1	114666.88	302276.62	
sp|O95817|BAG3_HUMAN	O95817	BAG3_HUMAN	BAG3	575	Homo sapiens	1:Experimental evidence at protein level	BAG family molecular chaperone regulator 3	1.0	0.999	3	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	325040.03	0.0	0.0	509999.72	0.0	0.0	0.0	29705.846	0.0	701909.75	0.0	0.0	0.0	0.0	0.0	451016.25	0.0	0.0	
sp|O95819|M4K4_HUMAN	O95819	M4K4_HUMAN	MAP4K4	1239	Homo sapiens	1:Experimental evidence at protein level	Mitogen-activated protein kinase kinase kinase kinase 4	1.0	0.999	7	19	16	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	2	0	8	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	6	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	2	0	8	1	1	1	2	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8246.866	0.0	0.0	0.0	3757348.0	0.0	0.0	0.0	0.0	0.0	0.0	
