Protein,Gene,Protein Length,Organism,Description,C_1 ,C_10 ,C_11 ,C_12 ,C_13 ,C_14 ,C_15 ,C_16 ,C_17 ,C_18 ,C_19 ,C_2 ,C_3 ,C_4 ,C_5 ,C_6 ,C_7 ,C_8 ,C_9 ,HCC_1 ,HCC_10 ,HCC_11 ,HCC_12 ,HCC_13 ,HCC_14 ,HCC_15 ,HCC_16 ,HCC_17 ,HCC_18 ,HCC_19 ,HCC_2 ,HCC_3 ,HCC_4 ,HCC_5 ,HCC_6 ,HCC_7 ,HCC_8 ,HCC_9 
O00330,PDHX,501,Homo sapiens,"Pyruvate dehydrogenase protein X component, mitochondrial",0,0,0,348981.06,0,143063.22,0,335940.47,304958.44,0,0,996477.1,514835.7,157011.89,547631.9,0,0,0,581105.2,598080.94,200496.12,0,389503.78,160718.39,0,83035.945,1484227.4,367842.72,0,211290.98,460151.66,0,378239.88,780633.44,1034106.1,1422042.4,180735.42,163803.44
O00338,SULT1C2,296,Homo sapiens,Sulfotransferase 1C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304544.03,0,0,0,0,0,489144.97,0,0
O00339,MATN2,956,Homo sapiens,Matrilin-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116344.58,0,1296720.8,0,989893.94,0,0,0,0,0,0
O00391,QSOX1,747,Homo sapiens,Sulfhydryl oxidase 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255894.61,0,0,0,797108.7,0,0,0,0,0,0
O00399,DCTN6,190,Homo sapiens,Dynactin subunit 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00400,SLC33A1,549,Homo sapiens,Acetyl-coenzyme A transporter 1,6185724.5,7697069,2811149.2,0,2325383.5,2286766.2,2451860.2,0,0,0,3602653.2,5468103,0,0,0,4829808.5,2890039,444065.5,0,8025210,2399764.2,7800654,5116975.5,0,2803444,737920.75,1488761.4,3096808.2,0,6112111,1.0166026E7,6514036,1.4121037E7,0,5594852.5,1465192.2,3427118.2,1619802.1
O00401,WASL,505,Homo sapiens,Actin nucleation-promoting factor WASL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121325.94,0,604340.06,0,0,0,0,0,0
O00410,IPO5,1097,Homo sapiens,Importin-5,0,4411962,2403327.8,1733115.2,1932022.1,3604142.5,1113584,310478.5,1650996.6,1279668,2025520.4,2111599.5,1610284,529722.56,56649.86,142442.2,1841467,0,0,1.5254225E7,6729758,1.5465419E7,2715889.2,3274003,2316881,2457375.5,389500.56,2696304,1011736.3,5452015.5,1682538,3.3861204E7,5269664.5,0,3397600.5,2887956.8,1582775.2,1406163.4
O00411,POLRMT,1230,Homo sapiens,"DNA-directed RNA polymerase, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416239.2,183536.28,0,0,0,0,0,0,0,0,0,316918.53,0,0,223247.55,652976.7,222322.28
O00422,SAP18,153,Homo sapiens,Histone deacetylase complex subunit SAP18,140035.11,0,0,170564.16,162826.62,226560.5,0,25179.172,7577.6465,0,0,236812.11,0,0,0,0,0,383019.56,0,0,266235.06,62380.426,0,365253.16,198008.56,0,0,0,0,161442.73,405560.88,1718877.2,753556.56,0,0,427260.12,277675.12,0
O00423,EML1,815,Homo sapiens,Echinoderm microtubule-associated protein-like 1,0,979375.3,0,441828.53,199090.28,0,0,0,347027.62,151609.4,0,0,139491.27,0,60546.082,0,31766.262,0,0,0,343933.3,0,0,535789.6,222218.7,0,13150.418,0,0,0,0,1827217,0,0,0,0,0,0
O00425,IGF2BP3,579,Homo sapiens,Insulin-like growth factor 2 mRNA-binding protein 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2882811.2,0,1772438.5,0,0,253792.9,579091.5,59108.37,0,0,369291.5,1084250.9,0,0,0,0,0,0
O00429,DNM1L,736,Homo sapiens,Dynamin-1-like protein,231255.62,3417373,1234330.8,1376982.4,770523.6,765755.9,455889.7,1502562,1582477.8,727063.94,613123.94,1458632,397351.6,467527.53,199880.64,546439.3,290010.25,1031965.4,908437.4,4426390,3283024.8,6675912,2061593.5,1252847.1,1247107.4,714212.44,2383138.8,1110030.9,1561420.4,7540947.5,867579.6,8800663,5710274,331736,1392179.1,5763252.5,1891222.9,1735802.5
O00442,RTCA,366,Homo sapiens,RNA 3'-terminal phosphate cyclase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415811.88,0,2450389.8,0,0,0,0
O00461,GOLIM4,696,Homo sapiens,Golgi integral membrane protein 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96102.39,0,310123.25,0,470769.7,0,0,40416.332,73408.15,0,75099.05,0,2527945,44931.777,0,48592.27,0,0,0
O00468,AGRN,2068,Homo sapiens,Agrin,0,0,0,0,0,0,0,317882.56,139135.05,162789.1,434122.6,60291.75,0,0,0,0,0,0,0,4490740.5,1.0174305E7,621525.56,1665643.2,8938437,184690.02,0,702941.6,1773134.2,2546922.5,503932.7,3218011.2,1.1736915E7,1.1004831E7,4268291,3877976.8,368022.47,1369305,291880.84
O00469,PLOD2,737,Homo sapiens,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",0,0,0,0,0,0,370791.94,0,0,0,0,0,0,344895.62,0,0,0,0,0,761171,418842.94,1190363.8,0,804607.7,0,0,0,575734.25,0,423206.16,0,2287124.5,0,0,0,0,0,0
O00471,EXOC5,708,Homo sapiens,Exocyst complex component 5,0,663476.25,170395.55,0,0,418871.97,0,0,352082.16,0,0,153455.12,0,0,0,0,0,0,0,0,461089.62,378474.38,0,338065.16,411739.56,130307.72,0,239764.19,0,761204.5,0,786578,690824.94,0,0,389300.75,210990.62,320117.97
O00478,BTN3A3,584,Homo sapiens,Butyrophilin subfamily 3 member A3,0,382182.97,0,0,172560.02,0,0,113474.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301360.1,0,139696.67,0,0,0,0,0,134093.64,1167516.8,0,0,0,0,0
O00483,COXFA4,81,Homo sapiens,Cytochrome c oxidase subunit FA4,5014914,5285472.5,3093548.2,3605252.8,3779812.2,2712808.2,1936614.4,4776534,5379806.5,3774622.2,3424951.8,5954615,3777048.2,2348300,3998390.2,4898097,3231801.2,3825676.8,4652335,9604410,1360877.8,2029788.5,2349142.5,2105894.2,3542059.5,1988399.6,1617408.9,1445228.6,2717167.8,6535550,5434647,6668733,3522304.2,3950311.2,6974499,5501048.5,1812541.6,6123286.5
O00487,PSMD14,310,Homo sapiens,Ubiquitin C-terminal hydrolase PSMD14,3801561.5,5728186,1230240,2805023.2,2875799.5,2342708,1509193.1,2663955.8,1931496.8,1484391.2,1957092.8,2373735,640437.1,1089442.4,1937176.5,2889856,2021212.5,2323815.2,2055687.1,3679033.5,2513190.5,6227279,2267708.8,2835486,3480925.5,1882202.8,2754807.2,2087580.1,2100592.2,4886397.5,4041724.2,8789602,6805254,2271255.5,777808.6,2896353.5,1836588.2,2173114.8
O00499,BIN1,593,Homo sapiens,Myc box-dependent-interacting protein 1,2118243.5,4149283,1614394.2,1644557,1310152.2,1253563,360591.16,2033355.4,626994.9,271904.44,814238.1,1403248.2,678222.3,369768.94,1126732.2,2166990.5,681482.2,2158055.5,2110061.5,889265.1,722089.1,1455514.9,2095260.1,1139751.8,560863.2,581602.9,249281.73,130209.59,785880.8,2060158.5,529592.6,5814895,4458242.5,1183817.8,325709.16,2651549,548546.7,952960.44
O00505,KPNA3,521,Homo sapiens,Importin subunit alpha-4,62227.8,1026336.4,568503.1,331017.1,206098.28,1225274.6,82651.99,154911.66,193139.4,60119.06,129386.82,716838.9,137991.22,0,0,134887.58,105242.59,0,66766.11,1289848.8,1147859,0,372303.28,1836713.2,1230062.9,384525.7,836231.4,265368.25,0,1711721,2068488.2,2950658.2,3599462.5,268105.28,50094.41,2416082.8,667812.75,1150392.2
O00515,LAD1,517,Homo sapiens,Ladinin-1,1098157.4,954775.1,349128.75,524455.44,578394.2,519741.1,147380.06,675374.56,710645.1,324212.4,390236.5,697735.7,569748.94,292263.12,773158.25,545062.9,267873.12,679722.94,716099.1,3166612,4697431,1340249.6,282989.4,0,293886.6,1019329.5,56644.297,904787.44,0,0,0,5501858,928749.44,251389.27,2095367,0,639104.4,339492.5
O00519,FAAH,579,Homo sapiens,Fatty-acid amide hydrolase 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84938.06,0,0,0,0,147686.58,0,0,0,0
O00534,VWA5A,786,Homo sapiens,von Willebrand factor A domain-containing protein 5A,0,556453.8,259885.5,368500.34,367711.66,0,0,0,295895.3,154358.83,0,0,0,101730.445,0,0,0,279448.5,144056.8,0,0,323622.12,522003.88,471271.84,0,0,0,0,0,0,0,0,117956.42,0,469235.28,295678,151246.14,143327.69
O00541,PES1,588,Homo sapiens,Pescadillo homolog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248229.61,433648.78,190494.45,202449.9,0,0,108560.1,72534.57,0,0,115365.19,0,716042,0,0,89904.664,123239.39,0,0
O00560,SDCBP,298,Homo sapiens,Syntenin-1,0,0,0,0,0,0,0,0,0,0,0,640984.7,0,0,0,0,0,0,0,175699.27,215541.67,2117582.2,2136115.5,2395285.5,420767.06,1310920.4,58657.05,339912.12,0,2251671.5,1736748.6,813863.8,1778720.9,0,70282.234,2234774.5,728042.4,1049166.2
O00566,MPHOSPH10,681,Homo sapiens,U3 small nucleolar ribonucleoprotein protein MPP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00567,NOP56,594,Homo sapiens,Nucleolar protein 56,101411.51,259614.53,277477.66,0,476296.8,562446.75,0,0,190851.45,112632.266,0,837187.4,82921.14,50716.36,56121.18,74037.37,89512.59,0,0,6216092,886206.25,939230.75,1260386.8,788329.8,784397.5,2163181.2,2063556.1,459515.75,396215.25,1431209,3125918.5,7367102,1313498.6,434388,1434548.5,1601279,937599.9,1210687.8
O00570,SOX1,391,Homo sapiens,Transcription factor SOX-1,0,0,0,0,0,0,0,822460.06,530219.56,0,0,0,0,0,0,0,0,0,0,0,0,599913.56,0,0,0,0,0,0,711285.9,0,0,0,0,1.2927372E7,0,0,0,0
O00571,DDX3X,662,Homo sapiens,ATP-dependent RNA helicase DDX3X,4153330,4264038,2359933.5,1765400,2987264,4196353.5,1432464.9,1133185.1,1777732.2,955206.4,3204799,3051515.8,2040301.9,906833.6,1186749,2720920.5,1908659,3401358.5,858347.75,9751100,8410742,7481303,5996898.5,4708546,5985739.5,4790497,2914902.8,3847827,1906922.8,8981685,7208386.5,1.3752599E7,8176308.5,1287628,3637144.8,9616462,2939744.8,5121242
O00584,RNASET2,256,Homo sapiens,Ribonuclease T2,856841.4,0,0,0,188925.64,0,0,0,0,0,0,371544.9,0,133643.19,438966.56,837060.5,0,710124.6,322920.2,0,0,0,0,0,0,0,0,0,0,308003.97,0,0,0,0,0,0,0,0
O00592,PODXL,558,Homo sapiens,Podocalyxin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434622.5,182952.27,0,0,0,0,131967.23,0,302892.28,0,661641.44,0,1093258.8,0,0,313584.1,0,0,0
O00602,FCN1,326,Homo sapiens,Ficolin-1,0,0,0,0,0,100127.19,0,0,0,0,0,0,0,0,0,70336.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00625,PIR,290,Homo sapiens,Pirin,790939,2071727.4,367215.44,842673.4,816972.44,462453.88,369189.38,432891.5,567968.4,476236.7,415511.2,911143.6,268168.9,249420.38,448753.8,726298.4,417836.3,636607.9,591275.75,706722.6,280910.34,2183016,818807.8,913815.75,2897416.2,1992185.1,2115087.2,559846.4,690128.94,984177.2,1872599.5,97083.77,6481713,407315.7,423589.8,4926603.5,1702098.6,1007014.75
O00629,KPNA4,521,Homo sapiens,Importin subunit alpha-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752730.9,0,583068.75,0,1560226.5,0,566582.8,0,1904093.8,0,1807640.9,0,1009971.1,0,0,0,867840.9,0,3932862.8
O00743,PPP6C,305,Homo sapiens,Serine/threonine-protein phosphatase 6 catalytic subunit,0,0,0,0,253625.36,382273.9,0,0,171494.62,0,0,82462.72,0,0,0,99485.18,0,296021.5,0,63397.562,0,211717.95,82353.18,397204.16,0,104355.08,0,57630.65,0,99425.97,387720.78,459085.38,1331489.6,0,0,132792.95,0,65469.86
O00748,CES2,559,Homo sapiens,Cocaine esterase,6.6523116E7,7.6367328E7,3.3816384E7,4.039944E7,4.1777704E7,7.5431264E7,2.5491872E7,4.3267472E7,4.6150532E7,1.7107172E7,3.149488E7,3.7362768E7,2.354863E7,1.3316796E7,2.8483362E7,3.8341352E7,3.4375128E7,4.7092588E7,2.3465674E7,1.4929468E7,4428668,1.47210304E8,3878662.5,3.2805418E7,5.2276928E7,1.9278166E7,2550644,2.1113258E7,3.0955982E7,3275315,3.7266728E7,7443882,1.48198576E8,1.06341872E8,2.072902E7,2.9625184E7,3.6637936E7,3.4947828E7
O00754,MAN2B1,1011,Homo sapiens,Lysosomal alpha-mannosidase,225402.05,7158142,1484851.6,1680517.1,1376714,0,831267.2,2231777.5,4577747.5,531755.8,965576.4,309598.6,1097326.8,446853.38,242427.12,0,222903.11,249283.92,308188.4,157213.9,512529.38,3257533.5,227501.84,305595.78,1371427.8,224114.64,0,409237,1847776,212915.8,1602243.9,7641543,520358.38,0,393494.34,0,928355.44,343113.6
O00757,FBP2,339,Homo sapiens,"Fructose-1,6-bisphosphatase isozyme 2",1.598448E7,2.1864036E7,9671205,2.0810182E7,7863248,9922279,1.037001E7,3.2228326E7,1.3573742E7,1.1188985E7,1.3621438E7,2.6022764E7,1.7782916E7,1.163707E7,1.8793212E7,1.2238417E7,1.1572572E7,1.2231667E7,2.465422E7,3146324.2,282723.84,1908697.9,9500047,81589.62,9711696,1026898.4,372167.5,2241833.2,3490617,315690.06,1506720.8,7560490,4794136.5,5374581,3238034.5,0,4270236.5,3896652
O00762,UBE2C,179,Homo sapiens,Ubiquitin-conjugating enzyme E2 C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00763,ACACB,2458,Homo sapiens,Acetyl-CoA carboxylase 2,1022978.1,2.6048054E7,1.0246129E7,1.1192115E7,9501563,6340446.5,2385704.8,6744166.5,3780917.8,3844279.2,4209956,1.0515373E7,4237729,2518969.8,1521943.5,661980.06,2919991.8,667327.25,771724.6,1617646,1837390.4,1.948228E7,3223983.2,1058137.2,8468267,730159.4,754004.5,1188019,3468961.5,1597547.2,1463812,1.2248359E7,4553424,3009355,430834.66,2316839,853385.75,922344.3
O00764,PDXK,312,Homo sapiens,Pyridoxal kinase,8849193,1.3529427E7,5533351,6471509.5,5531662.5,8026018,3340109.5,8570524,6209548,3244050,7345705.5,8326193,2537052,1706963,3636554.5,5735758.5,3929627,8377598,5006563.5,9899826,3296110.2,1.4380705E7,2652410.5,1.1965088E7,8106029.5,3756650.2,3477238.8,5151590,5189833,6592085,1.7614676E7,2.0344342E7,3.5460844E7,7668404.5,4822762,7386128.5,1.0058449E7,4199877.5
O14494,PLPP1,284,Homo sapiens,Phospholipid phosphatase 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505183.94,0,0,0,84731.336,0,29710.584,0,363625.22,0,0,0,657443.5,0,78305.836
O14521,SDHD,159,Homo sapiens,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",293762.16,529522.25,280291.1,101767.82,147735.38,144807.48,183598.17,0,303185.84,136675.53,302667.2,111829.52,98710.76,130494.85,183014.94,292135.78,249559.95,0,0,822898.9,0,129165.95,0,159656.38,127075.71,96957.15,64687.684,0,203643.3,92731.664,401771.34,0,185541.62,254186.66,333320.06,0,385945.84,97857.44
O14548,COX7A2L,114,Homo sapiens,"Cytochrome c oxidase subunit 7A2-like, mitochondrial",1310377.2,1626185,1507425.5,1180254.4,1622214.2,1422296,304549.56,2451155.2,1310202.4,1430985.1,1185867.8,1872743.1,631288.75,472324.25,660139.4,1844792.8,728471.25,1809666.8,1892766.6,2075932.1,1055468.1,965669.06,1868621.6,2614685.5,1924341.8,1781175.8,317191.8,365760.9,958591.4,1960020.5,1844327.2,2170843.8,2233627.2,1355966.2,1838834.8,6277011,871404.25,2503835.5
O14558,HSPB6,160,Homo sapiens,Heat shock protein beta-6,3989828.2,1900015.1,1229971.2,0,374599.5,2191998.8,242900.14,425364.8,0,0,1101524.4,917630.44,0,159298.47,0,1449013.2,176436.08,4142349.5,381915.4,459228.66,231942.64,0,0,0,878281.4,399995.38,0,9102671,0,0,0,4744527,0,55798.906,2722025.8,0,0,537620.75
O14561,NDUFAB1,156,Homo sapiens,"Acyl carrier protein, mitochondrial",486464.97,440420.34,157823.92,226477.98,259916.11,97247.086,101563.766,367426.5,415626.38,242179.5,334649.28,323606.44,314940.72,110240.27,475970.6,557404.9,1036670.6,222306.12,264661.06,820210.44,178275.02,235314.72,122044.13,209966.14,272157.5,145590.23,331028.94,252630.75,267623.6,434736.84,608838.8,0,409682.84,329024.66,526872.8,592111.25,299628.97,189581.28
O14579,COPE,308,Homo sapiens,Coatomer subunit epsilon,6062454,1.2916731E7,3013134.2,4301827,4024078,5147009,1947892.4,7612353.5,4165855.2,3064637.2,4061868.5,3503394,1143592.2,973658.25,2540883,4394581.5,2359032.2,6311833.5,3099057.2,1.167025E7,1.2074259E7,1.0979633E7,4127563.2,8855328,8069970,4214880,3018715.5,5012543,6309767,5178724.5,8344998.5,4.2675184E7,1.9765918E7,5668177,3880643,9297367,4226502,4811538
O14602,EIF1AY,144,Homo sapiens,"Eukaryotic translation initiation factor 1A, Y-chromosomal",2642272,1334632.8,961150.4,230561.23,1020431,389813.12,518129.8,1086980,894590.1,589283.8,329110.44,1174973.4,696169.1,243432.69,655374.25,1049152.8,777623.4,1351736,947541.6,3890392.8,459327,3086014.5,466511.12,2185957.5,1424682.1,664617.2,457926.56,1266110.9,1607703.6,2380671,2700015.8,3486128.8,4505810,985840.4,1589372.9,1264291.2,1555713,1207867.2
O14617,AP3D1,1153,Homo sapiens,AP-3 complex subunit delta-1,0,0,0,0,0,0,0,0,0,0,0,169037.12,0,0,0,0,89046.27,0,0,590384.1,104004.984,0,0,0,0,305777.3,0,92686.99,0,1488073.5,360769.62,2363945.5,544119.75,0,105023.95,182551.88,83472.62,120015.17
O14618,CCS,274,Homo sapiens,Copper chaperone for superoxide dismutase,2386600.8,1692616.4,1595615.5,1347810.1,2030157.5,2380266,1114204.5,1993019.5,916810.4,724242.75,2304625.8,2319123.2,1432922.5,776349.56,1883844.1,1779433.5,2196163,3695113.2,1509425,2120739.2,439335.22,3102824.5,1208204.8,1651832,1505652.8,951702,530238.4,1164330.5,495060.75,1512793.8,2728932.5,769511.4,4633162.5,2090180.8,1109927.5,1226830.4,2544371,1176079.8
O14638,ENPP3,875,Homo sapiens,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3875790,0,0,0,0,0,0
O14639,ABLIM1,778,Homo sapiens,Actin-binding LIM protein 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561078.7,0,0,0,549013.1,113983.74,100478.69,149067.9,2197148,210081.02,564347.9,211794.2,0,0,639099.1,910468.9,861227.06,3009250.5,0,124619.484,1394126.1,0,962891.9
O14683,TP53I11,189,Homo sapiens,Tumor protein p53-inducible protein 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42330.17,0,0,0,0,0,0,22375.203,0,0,0,64379.305,0,0,0,0,0,0
O14734,ACOT8,319,Homo sapiens,Acyl-coenzyme A thioesterase 8,0,0,0,0,0,0,0,0,0,0,0,145458.31,0,0,0,0,0,0,0,432994.16,0,370244.4,324788.4,280567.66,2094717.8,342602.34,852204.1,0,382117.88,142796.9,607980.75,0,0,250140.75,0,1162117,0,700765.8
O14735,CDIPT,213,Homo sapiens,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447921.28,0,0,0
O14737,PDCD5,125,Homo sapiens,Programmed cell death protein 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796568.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14744,PRMT5,637,Homo sapiens,Protein arginine N-methyltransferase 5,119235.54,799826,154393.27,676959.94,794279,1043932.4,253354.36,224846.98,441536.88,0,396288.12,467839,266864.03,78948.71,0,250412.72,456626.25,263786.12,0,584146.94,529394.06,3458694.8,579003.94,1748131.2,738519.25,697360.3,795743.25,293714.12,0,2073796.1,1901991.5,2546029,2040055.8,0,467688.38,1482356.8,1718197.9,645403.94
O14745,NHERF1,358,Homo sapiens,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,8263532,1.6089243E7,5922401,6435830,7901614,7908556,3855023,1.2542425E7,8240892.5,3958453.5,7768630.5,7534586.5,5106996.5,4057253.2,7275657,1.0233388E7,4959321,8902538,7085496,1.071024E7,1.5471466E7,2.982634E7,1.1702173E7,1.5148174E7,1.0366397E7,4763003,6476237,4900720,1.0145001E7,9364227,2.49006E7,1.8007514E7,4.399138E7,1.0834741E7,1.748814E7,1.726231E7,6738952,5321189.5
O14756,HSD17B6,317,Homo sapiens,17-beta-hydroxysteroid dehydrogenase type 6,1372986.2,1.4358663E7,6728921,8783409,1.5517656E7,1.4310989E7,7906050.5,1414238.8,4231400.5,4734936,9182078,2.836183E7,9904975,6766565,1780525.8,551850.3,1.9545388E7,1070851.2,304181.66,2.3922156E7,122957.266,9300152,3342924.2,630060,1.4032836E7,1.013105E7,872214.94,1123878.8,1.0445104E7,118529.984,9380210,6823173.5,1.2529379E7,4367949.5,1830078.2,752830,8115342.5,2.4391326E7
O14773,TPP1,563,Homo sapiens,Tripeptidyl-peptidase 1,3.6170912E7,4.7607756E7,2.1495716E7,1.7411192E7,2.6598322E7,2.5874208E7,1.107851E7,2.4294714E7,3.547842E7,1.2294163E7,3.6102352E7,3.4063932E7,1.0096401E7,7355674.5,1.8039756E7,2.401206E7,2.4402598E7,4.576758E7,1.6449967E7,3.0661296E7,6407644,3.015779E7,1.2374601E7,4.3458104E7,2.606694E7,1.4630315E7,1.1889264E7,1.2423521E7,1.8179048E7,1.6536377E7,1.07982904E8,2.7293662E7,6.4239224E7,4.0007132E7,3.6413088E7,3.7485004E7,1.6120068E7,2.6727056E7
O14776,TCERG1,1098,Homo sapiens,Transcription elongation regulator 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666601.2,427213.7,0,0,0,0,301204.25,0,0,0,242561.44,0,669664.1,0,0,0,0,0,0
O14786,NRP1,923,Homo sapiens,Neuropilin-1,1013647.8,0,574375.3,1268443.9,1190246.1,1256307.4,1555244.9,0,0,0,503231.3,1254500.6,0,149213.4,0,698963.25,1131701.5,831091.7,0,9107585,527998,0,0,0,0,3119543.8,0,630433.56,0,177254.17,0,5877127,0,0,2559640.2,0,789539.5,0
O14787,TNPO2,897,Homo sapiens,Transportin-2,0,0,0,0,206786.73,326435.47,0,0,0,0,34832.71,266866.4,0,0,0,0,0,0,0,425095.22,0,0,0,0,0,0,0,0,0,484706.84,0,458320.2,0,0,0,0,0,0
O14791,APOL1,398,Homo sapiens,Apolipoprotein L1,663271.2,343559.25,185935.6,0,0,235816.6,100543.05,0,0,0,0,0,0,62210.05,165285.39,318052.56,0,111453.25,0,0,0,1722043.9,75533.63,0,132306.14,0,0,0,0,0,0,0,459450.1,0,0,0,152969.86,0
O14817,TSPAN4,238,Homo sapiens,Tetraspanin-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219492.9,0,0,0,0,0,169667.83
O14818,PSMA7,248,Homo sapiens,Proteasome subunit alpha type-7,4.3887364E7,3.34896E7,1.4114143E7,1.7916868E7,2.3087666E7,1.9008044E7,1.2694837E7,2.8848722E7,1.9402362E7,1.0910133E7,1.8059668E7,2.1161418E7,1.014344E7,8825648,1.9015296E7,3.4482348E7,1.6276114E7,2.9573774E7,2.33122E7,2.3104926E7,1.0895463E7,2.3182206E7,1.0671263E7,1.5705529E7,2.466806E7,1.2759472E7,7372921.5,1.0720247E7,9911101,2.5206048E7,2.5345136E7,3.8899952E7,5.02425E7,2.0625668E7,1.3906875E7,1.8778172E7,2.5919968E7,1.3372283E7
O14828,SCAMP3,347,Homo sapiens,Secretory carrier-associated membrane protein 3,0,0,0,0,0,461447.44,0,0,0,0,0,0,0,0,0,0,0,0,0,4869056,5984060,3066541.5,1318693.8,1716483.4,0,1702858.9,453348.62,2355887.5,215719.39,2437557,1156437,3.6683712E7,2848025.2,0,1596657.4,4435821.5,986859.25,2174036.8
O14832,PHYH,338,Homo sapiens,"Phytanoyl-CoA dioxygenase, peroxisomal",6508094,6355007,3236369,3118311.2,2651556.5,3712033.2,1447487,8485558,7500468,1754373,2091498.8,3508410.5,3428538,2043367.8,3706292.2,4448019,1947964.5,1709588.5,3683233.8,3820234.8,0,2012099.5,5720852,135014.42,8156772,935256.9,1964993,568878.25,4308884,897870.25,4713902,1596834.2,1.0467163E7,4680214.5,0,0,1799756.8,1462940.5
O14841,OPLAH,1288,Homo sapiens,5-oxoprolinase,1555564.8,1.0327112E7,3902436.5,7662038,3961747.5,8907632,2338628.2,5722780,6586231.5,2898237.2,4072156.5,5584082.5,5174266,1131031.8,1801962.5,1043112.2,4419154,599278.5,697302.44,5910278,2855125.2,1994709,3.235937E7,2.0293446E7,7865265,1.3739732E7,9113779,2229278.8,8290172,3606312.5,1.4984171E7,2.5370028E7,7704295.5,6115643,4149274.5,2.0327654E7,2658973.5,8199250.5
O14874,BCKDK,412,Homo sapiens,Branched-chain alpha-ketoacid dehydrogenase kinase,1969371.4,2917114.2,310102.9,1960741,1367791.5,945462.75,606182.3,753840.3,1616425.4,514418.03,2031529,3387681.8,1258976,582565.4,1388879.2,1497441.4,465407.6,3108007.5,3597925,1628047,0,887740.4,423703.94,572396.1,1817897,150746.44,0,768468.7,848093.5,885918,851367,0,853090.3,545603.1,2241972.5,1637832.2,2317760.5,731287.6
O14879,IFIT3,490,Homo sapiens,Interferon-induced protein with tetratricopeptide repeats 3,32673.57,124546.74,0,0,346703.38,432171.88,319750.7,0,0,0,135106.9,0,0,263996.6,0,174625.53,131480.52,132384.84,0,0,0,0,0,0,250441.2,0,262472.75,0,0,146181.34,0,213965.56,2717814.2,0,0,868958.6,238187.52,583292.25
O14880,MGST3,152,Homo sapiens,"Glutathione S-transferase 3, mitochondrial",0,2134438.8,794005.75,751332.94,1433138.2,3967007.2,925569.94,299727.34,962469.25,451334.5,1296202,2058693.2,854261.75,430861.5,0,0,1215308.9,0,0,1.0379478E7,1726857.5,2290166,422799.62,4586578,437321.56,1525038.5,1787394,2486123,517778.94,5254598.5,3190290.5,2.4558918E7,1.3866873E7,379245.03,6456172,4412356,4516633.5,5011068.5
